198
194
189
185
187
173
175
163
154
156
149
148
143
133
135
126
120
119
112
105
103
96
91
87
84
79
74
70
69
64
62
60
57
53
52
50
48
47
46
45
43
42
40
39
38
37
36
35
34
33
32
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
3
2
1
2
1
2
4
5
9
17
23
39
57
71
94
110
130
147
168
195
