197
186
173
167
158
149
146
139
133
130
123
118
113
107
101
96
91
86
82
77
72
69
64
61
59
55
54
52
50
49
47
46
45
43
42
41
40
39
38
37
36
35
34
33
32
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
6
7
8
11
16
22
35
58
78
128
175
